Especie,Longitud,Latitud
Patagona gigas,-71.47687900000,-33.47683400000
Patagona gigas,-71.47634300000,-33.47555400000
Patagona gigas,-71.47593500000,-33.47797100000
Patagona gigas,-71.47456200000,-33.23976400000
Patagona gigas,-71.47283700000,-31.58144200000
Patagona gigas,-71.47149100000,-30.25761700000
Patagona gigas,-71.46348900000,-32.12111000000
Patagona gigas,-71.46298500000,-32.82902500000
Patagona gigas,-71.46023900000,-34.20486400000
Patagona gigas,-71.45601100000,-31.39912700000
Patagona gigas,-71.45571200000,-33.04232100000
Patagona gigas,-71.45380100000,-32.11726800000
Patagona gigas,-71.45128000000,-33.04090300000
Patagona gigas,-71.44913400000,-32.50621500000
Patagona gigas,-71.44815800000,-32.50605100000
Patagona gigas,-71.44577300000,-31.58730800000
Patagona gigas,-71.44507000000,-32.51598600000
Patagona gigas,-71.44477800000,-32.51012800000
Patagona gigas,-71.44424200000,-33.04277400000
Patagona gigas,-71.44289000000,-32.54594500000
Patagona gigas,-71.44044400000,-32.87749700000
Patagona gigas,-71.43143200000,-31.58726100000
Patagona gigas,-71.42981600000,-30.19754800000
Patagona gigas,-71.42924400000,-32.67262900000
Patagona gigas,-71.42880900000,-32.57032600000
Patagona gigas,-71.42878600000,-33.03952100000
Patagona gigas,-71.42761200000,-32.88016400000
Patagona gigas,-71.42611900000,-32.66080900000
Patagona gigas,-71.42452200000,-32.88189400000
Patagona gigas,-71.42443700000,-32.67752900000
Patagona gigas,-71.42297700000,-33.07888500000
Patagona gigas,-71.42177600000,-37.39252700000
Patagona gigas,-71.42139000000,-30.22317800000
Patagona gigas,-71.41493800000,-31.38895600000
Patagona gigas,-71.40954200000,-30.58185600000
Patagona gigas,-71.40466900000,-33.09293500000
Patagona gigas,-71.40337700000,-33.03984400000
Patagona gigas,-71.40134800000,-32.41119700000
Patagona gigas,-71.39995900000,-32.03089900000
Patagona gigas,-71.39778300000,-32.61659400000
Patagona gigas,-71.39752900000,-32.61065000000
Patagona gigas,-71.39104800000,-32.42257300000
Patagona gigas,-71.38955500000,-30.38456800000
Patagona gigas,-71.38916600000,-32.48214000000
Patagona gigas,-71.38880600000,-33.40928300000
Patagona gigas,-71.38727200000,-32.42109700000
Patagona gigas,-71.38491600000,-31.39037600000
Patagona gigas,-71.38141500000,-31.39009300000
Patagona gigas,-71.38027100000,-30.47719400000
Patagona gigas,-71.37898900000,-33.08542900000
Patagona gigas,-71.37886000000,-33.08784500000
Patagona gigas,-71.37636900000,-33.06184700000
Patagona gigas,-71.37547000000,-32.90864900000
Patagona gigas,-71.37508700000,-31.58342100000
Patagona gigas,-71.37481600000,-30.70342400000
Patagona gigas,-71.37410800000,-30.70417900000
Patagona gigas,-71.37326000000,-32.42807900000
Patagona gigas,-71.37305500000,-31.85159900000
Patagona gigas,-71.37248700000,-32.13305300000
Patagona gigas,-71.36617300000,-31.62663300000
Patagona gigas,-71.36448400000,-31.63730000000
Patagona gigas,-71.35978600000,-31.38114800000
Patagona gigas,-71.35130900000,-33.45085100000
Patagona gigas,-71.34455000000,-32.02040300000
Patagona gigas,-71.34388100000,-33.15340100000
Patagona gigas,-71.34385700000,-33.15323500000
Patagona gigas,-71.34285200000,-29.99140500000
Patagona gigas,-71.34103000000,-28.74803000000
Patagona gigas,-71.33989300000,-32.74786800000
Patagona gigas,-71.33229700000,-33.05255800000
Patagona gigas,-71.33210200000,-33.45228800000
Patagona gigas,-71.32886100000,-31.77309700000
Patagona gigas,-71.32714700000,-32.75884000000
Patagona gigas,-71.32144000000,-29.96062300000
Patagona gigas,-71.32081700000,-32.11033700000
